taxid,species_id,assembly,superkingdom,kingdom,phylum,class,order,family,species,strain_name,genus_original,genus_id,genus
1307832,28112,GCF_001547875.1,Bacteria,,Bacteroidetes,Bacteroidia,Bacteroidales,Tannerellaceae,Tannerella forsythia,strain=3313,Tannerella,195950.0,Tannerella
1307833,28112,GCF_001547855.1,Bacteria,,Bacteroidetes,Bacteroidia,Bacteroidales,Tannerellaceae,Tannerella forsythia,strain=KS16,Tannerella,195950.0,Tannerella
1307839,1307839,GCF_001443605.1,Bacteria,,Bacteroidetes,Bacteroidia,Bacteroidales,Salinivirgaceae,Salinivirga cyanobacteriivorans,strain=L21-Spi-D4,Salinivirga,1970191.0,Salinivirga
1308539,573,GCF_016071735.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella pneumoniae,strain=ATCC 43816,Klebsiella,570.0,Klebsiella
1308541,346,GCF_000816885.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas citri,strain=A306,Xanthomonas,338.0,Xanthomonas
1308548,346,GCF_000961175.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas citri,strain=UI6,Xanthomonas,338.0,Xanthomonas
1308980,1134687,GCF_000632415.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella michiganensis,strain=HKOPL1,Klebsiella,570.0,Klebsiella
1309411,1309411,GCF_001007995.1,Bacteria,,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,Deinococcus soli (ex Cha et al. 2016),strain=N5,Deinococcus,1298.0,Deinococcus
1309806,1311,GCF_000427035.1,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus agalactiae,strain=09mas018883,Streptococcus,1301.0,Streptococcus
1309807,1311,GCF_000427075.1,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus agalactiae,strain=ILRI005,Streptococcus,1301.0,Streptococcus
1310161,1718,GCF_000445015.1,Bacteria,,Actinobacteria,Actinomycetia,Corynebacteriales,Corynebacteriaceae,Corynebacterium glutamicum,strain=MB001,Corynebacterium,1716.0,Corynebacterium
1310165,1310165,GCF_003595305.1,Bacteria,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia pseudosolanacearum,strain=RS 476,Ralstonia,48736.0,Ralstonia
1310168,28097,GCF_016743075.1,Bacteria,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia syzygii,strain=UGMSS_Db01,Ralstonia,48736.0,Ralstonia
1311573,210,GCF_000392455.3,Bacteria,,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter pylori,strain=UM032,Helicobacter,209.0,Helicobacter
1311757,562,GCF_001051135.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia coli,strain=ACN001,Escherichia,561.0,Escherichia
1311759,75985,GCF_000427275.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Mannheimia haemolytica,strain=D171,Mannheimia,75984.0,Mannheimia
1311760,75985,GCF_000422095.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Mannheimia haemolytica,strain=D174,Mannheimia,75984.0,Mannheimia
1312183,1312183,GCF_003627755.1,Bacteria,,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium jaguaris,strain=CCGE525,Rhizobium,379.0,Rhizobium
1312369,176102,GCF_002310855.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas agarivorans,strain=DSM 14585,Pseudoalteromonas,53246.0,Pseudoalteromonas
1312904,446,GCF_000347615.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella pneumophila,strain=LPE509,Legionella,445.0,Legionella
1313172,467094,GCF_000348785.1,Bacteria,,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Ilumatobacteraceae,Ilumatobacter coccineus,strain=YM16-304,Ilumatobacter,682522.0,Ilumatobacter
1313290,1648,GCF_000404205.1,Bacteria,,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Erysipelothrix rhusiopathiae,strain=SY1027,Erysipelothrix,1647.0,Erysipelothrix
1314869,28107,GCF_002221525.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas espejiana,strain=DSM 9414,Pseudoalteromonas,53246.0,Pseudoalteromonas
1314884,1579,GCF_000389675.2,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus acidophilus,strain=La-14,Lactobacillus,1578.0,Lactobacillus
1315211,1315211,GCF_013177635.1,Bacteria,,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Arcobacteraceae,Arcobacter aquimarinus,strain=W63,Arcobacter,28196.0,Arcobacter
1315283,166935,GCF_001465295.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas translucida,strain=KMM 520,Pseudoalteromonas,53246.0,Pseudoalteromonas
1315974,1315974,GCF_001563265.1,Bacteria,,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium sp. TKS,strain=TKS,Sphingobium,165695.0,Sphingobium
1316444,1316444,GCF_000471965.1,Bacteria,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Blattabacteriaceae,Blattabacterium sp. (Nauphoeta cinerea),,Blattabacterium,34098.0,Blattabacterium
1316593,1316593,GCF_002998835.1,Bacteria,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga sp. oral taxon 864,strain=F0512,Capnocytophaga,1016.0,Capnocytophaga
1316596,1316596,GCF_002999135.1,Bacteria,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga sp. oral taxon 878,strain=F0545,Capnocytophaga,1016.0,Capnocytophaga
1316911,28025,GCF_000816205.1,Bacteria,,Actinobacteria,Actinomycetia,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium animalis,strain=KLDS 2.0603,Bifidobacterium,1678.0,Bifidobacterium
1316930,28903,GCF_000696015.1,Bacteria,,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasmopsis bovis,strain=CQ-W70,Mycoplasmopsis,2767358.0,Mycoplasmopsis
1316932,75985,GCF_000376645.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Mannheimia haemolytica,strain=M42548,Mannheimia,75984.0,Mannheimia
1316933,47715,GCF_000418475.1,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus rhamnosus,strain=LOCK900,Lacticaseibacillus,2759736.0,Lacticaseibacillus
1318466,38986,GCF_000968055.1,Bacteria,,Tenericutes,Mollicutes,Acholeplasmatales,Acholeplasmataceae,Alteracholeplasma palmae,strain=J233,Alteracholeplasma,2903105.0,Alteracholeplasma
1318634,47715,GCF_000418495.1,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus rhamnosus,strain=LOCK908,Lacticaseibacillus,2759736.0,Lacticaseibacillus
1318743,1318743,GCF_001281405.1,Bacteria,,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bartonellaceae,Bartonella ancashensis,strain=20.00,Bartonella,773.0,Bartonella
1319510,1906,GCF_008704425.1,Bacteria,,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces fradiae,strain=ATCC 10745,Streptomyces,1883.0,Streptomyces
1321367,644,GCF_000633175.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas hydrophila,strain=AL09-71,Aeromonas,642.0,Aeromonas
1321370,135577,GCF_000401175.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Alteromonadales,Idiomarinaceae,Idiomarina loihiensis,strain=GSL 199,Idiomarina,135575.0,Idiomarina
1321938,210,GCF_000392475.3,Bacteria,,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter pylori,strain=UM299,Helicobacter,209.0,Helicobacter
1321939,210,GCF_000392515.3,Bacteria,,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter pylori,strain=UM037,Helicobacter,209.0,Helicobacter
1321940,210,GCF_000392535.3,Bacteria,,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter pylori,strain=UM066,Helicobacter,209.0,Helicobacter
1321941,210,GCF_000439295.2,Bacteria,,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter pylori,strain=UM298,Helicobacter,209.0,Helicobacter
1322345,562,GCF_000743255.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia coli,strain=ATCC 25922,Escherichia,561.0,Escherichia
1323375,1323375,GCF_003991135.1,Bacteria,,Firmicutes,Clostridia,Halanaerobiales,,Anoxybacter fermentans,strain=DY22613,Anoxybacter,1769008.0,Anoxybacter
1323661,1280,GCF_000412775.1,Bacteria,,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus aureus,strain=CA-347,Staphylococcus,1279.0,Staphylococcus
1323664,75105,GCF_000522545.2,Bacteria,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia caribensis,strain=MBA4,Paraburkholderia,1822464.0,Paraburkholderia
1324350,1324350,GCF_001307195.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter equi,strain=114,Acinetobacter,469.0,Acinetobacter
1324352,1324352,GCF_001021975.1,Bacteria,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Weeksellaceae,Chryseobacterium gallinarum,strain=DSM 27622,Chryseobacterium,59732.0,Chryseobacterium
1324352,1324352,GCF_012273615.1,Bacteria,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Weeksellaceae,Chryseobacterium gallinarum,strain=FDAARGOS_636,Chryseobacterium,59732.0,Chryseobacterium
1324931,317,GCF_000988485.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas syringae,strain=B301D,Pseudomonas,286.0,Pseudomonas
1324932,317,GCF_000988395.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas syringae,strain=HS191,Pseudomonas,286.0,Pseudomonas
1324960,645,GCF_002735225.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas salmonicida,strain=34mel,Aeromonas,642.0,Aeromonas
1325083,1325083,GCF_015291305.1,Bacteria,,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bradyrhizobiaceae,Bradyrhizobium sp. CCBAU 21365,strain=CCBAU 21365,Bradyrhizobium,374.0,Bradyrhizobium
1325090,1325090,GCF_004114975.1,Bacteria,,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bradyrhizobiaceae,Bradyrhizobium guangdongense,strain=CCBAU 51649,Bradyrhizobium,374.0,Bradyrhizobium
1325090,1325090,GCF_015291685.1,Bacteria,,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bradyrhizobiaceae,Bradyrhizobium guangdongense,strain=CCBAU 51658,Bradyrhizobium,374.0,Bradyrhizobium
1325095,1325095,GCF_004114955.1,Bacteria,,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bradyrhizobiaceae,Bradyrhizobium guangzhouense,strain=CCBAU 51670,Bradyrhizobium,374.0,Bradyrhizobium
1325100,1325100,GCF_015291565.1,Bacteria,,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bradyrhizobiaceae,Bradyrhizobium sp. CCBAU 51753,strain=CCBAU 51753,Bradyrhizobium,374.0,Bradyrhizobium
1325102,1325102,GCF_015291725.1,Bacteria,,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bradyrhizobiaceae,Bradyrhizobium sp. CCBAU 51765,strain=CCBAU 51765,Bradyrhizobium,374.0,Bradyrhizobium
1325107,1325107,GCF_004114935.1,Bacteria,,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bradyrhizobiaceae,Bradyrhizobium zhanjiangense,strain=CCBAU 51778,Bradyrhizobium,374.0,Bradyrhizobium
1325111,1325111,GCF_015291665.1,Bacteria,,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bradyrhizobiaceae,Bradyrhizobium sp. CCBAU 53338,strain=CCBAU 53338,Bradyrhizobium,374.0,Bradyrhizobium
1325112,1325112,GCF_015291645.1,Bacteria,,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bradyrhizobiaceae,Bradyrhizobium sp. CCBAU 53340,strain=CCBAU 53340,Bradyrhizobium,374.0,Bradyrhizobium
1325114,1325114,GCF_015291745.1,Bacteria,,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bradyrhizobiaceae,Bradyrhizobium sp. CCBAU 53351,strain=CCBAU 53351,Bradyrhizobium,374.0,Bradyrhizobium
1325115,1325115,GCF_004114915.1,Bacteria,,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bradyrhizobiaceae,Bradyrhizobium guangxiense,strain=CCBAU 53363,Bradyrhizobium,374.0,Bradyrhizobium
1325120,1325120,GCF_015291625.1,Bacteria,,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bradyrhizobiaceae,Bradyrhizobium sp. CCBAU 53421,strain=CCBAU 53421,Bradyrhizobium,374.0,Bradyrhizobium
1325564,1325564,GCF_900169565.1,Bacteria,,Nitrospirae,Nitrospira,Nitrospirales,Nitrospiraceae,Nitrospira japonica,,Nitrospira,1234.0,Nitrospira
1325724,1325724,GCF_901421975.1,Bacteria,,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas vancanneytii,strain=NCTC9239,Brevundimonas,41275.0,Brevundimonas
1327635,1327635,GCF_002796605.1,Bacteria,,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas sp. Cra20,strain=Cra20,Sphingomonas,13687.0,Sphingomonas
1327988,1590,GCF_000412205.1,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactiplantibacillus plantarum,strain=16,Lactiplantibacillus,2767842.0,Lactiplantibacillus
1327989,1327989,GCF_000695995.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Serratia sp. FS14,strain=FS14,Serratia,613.0,Serratia
1328306,29449,GCF_000442435.1,Bacteria,,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium etli,strain=Mim1,Rhizobium,379.0,Rhizobium
1328311,139,GCF_000444465.1,Bacteria,,Spirochaetes,Spirochaetia,Spirochaetales,Borreliaceae,Borreliella burgdorferi,strain=CA382,Borreliella,64895.0,Borreliella
1328314,353,GCF_000817975.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Azotobacter chroococcum,strain=NCIMB 8003,Azotobacter,352.0,Azotobacter
1328324,573,GCF_000695935.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella pneumoniae,strain=KPNIH27,Klebsiella,570.0,Klebsiella
1328325,573,GCF_000717515.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella pneumoniae,strain=KPR0928,Klebsiella,570.0,Klebsiella
1328373,573,GCF_018075085.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella pneumoniae,strain=MGH 39,Klebsiella,570.0,Klebsiella
1328859,562,GCF_000730345.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia coli,strain=SS17,Escherichia,561.0,Escherichia
1328866,110937,GCF_004011135.1,Bacteria,,Actinobacteria,Actinomycetia,Micrococcales,Microbacteriaceae,Rathayibacter festucae,strain=DSM 15932,Rathayibacter,33886.0,Rathayibacter
1329812,1329812,GCF_018075145.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter sp. MGH 3,strain=MGH 3,Enterobacter,547.0,Enterobacter
1329816,1329816,GCF_018075005.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter sp. MGH 7,strain=MGH 7,Enterobacter,547.0,Enterobacter
1329823,1329823,GCF_018074945.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter sp. MGH 14,strain=MGH 14,Enterobacter,547.0,Enterobacter
1329836,1329836,GCF_018075245.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter sp. BWH 37,strain=BWH 37,Enterobacter,547.0,Enterobacter
1329907,562,GCF_000813165.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia coli,strain=APEC IMT5155,Escherichia,561.0,Escherichia
1329908,140,GCF_000956315.1,Bacteria,,Spirochaetes,Spirochaetia,Spirochaetales,Borreliaceae,Borrelia hermsii,strain=CC1,Borrelia,138.0,Borrelia
1330043,658666,GCF_000831065.1,Bacteria,,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus bombysepticus,strain=wang,Bacillus,1386.0,Bacillus
1330330,1330330,GCF_001027025.1,Bacteria,,Thermotogae,Thermotogae,Kosmotogales,Kosmotogaceae,Kosmotoga pacifica,strain=SLHLJ1,Kosmotoga,651456.0,Kosmotoga
1330457,562,GCF_000803705.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia coli,strain=SS52,Escherichia,561.0,Escherichia
1331258,1331258,GCF_001698185.1,Bacteria,,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Bordetella pseudohinzii,strain=HI4681,Bordetella,517.0,Bordetella
1331664,28901,GCF_002210025.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella enterica,strain=TW-Stm6,Salmonella,590.0,Salmonella
1331671,303,GCF_000410575.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas putida,strain=H8234,Pseudomonas,286.0,Pseudomonas
1331682,1331682,GCF_002407065.1,Bacteria,,Actinobacteria,Actinomycetia,Micrococcales,Dermabacteraceae,Brachybacterium ginsengisoli,strain=DCY80,Brachybacterium,43668.0,Brachybacterium
1331910,1331910,GCF_002277955.1,Bacteria,,Planctomycetes,Planctomycetia,Pirellulales,Thermoguttaceae,Thermogutta terrifontis,strain=R1,Thermogutta,1676125.0,Thermogutta
1332075,317,GCF_001281365.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas syringae,strain=UMAF0158,Pseudomonas,286.0,Pseudomonas
1332080,1332080,GCF_001456115.1,Bacteria,,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium baderi,strain=DE-13,Sphingobium,165695.0,Sphingobium
1332188,1332188,GCF_000392435.1,Bacteria,,Candidatus Saccharibacteria,,,,Candidatus Saccharimonas aalborgensis,,Candidatus Saccharimonas,1331051.0,Candidatus Saccharimonas
1332264,1332264,GCF_001997345.1,Bacteria,,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Tessaracoccus aquimaris,strain=NSG39,Tessaracoccus,72763.0,Tessaracoccus
1333534,44251,GCF_000993825.1,Bacteria,,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus durus,strain=ATCC 35681,Paenibacillus,44249.0,Paenibacillus
1333538,1390,GCF_001593765.1,Bacteria,,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus amyloliquefaciens,strain=UMAF6639,Bacillus,1386.0,Bacillus
1333848,546,GCF_000648515.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter freundii,strain=CFNIH1,Citrobacter,544.0,Citrobacter
1333849,158836,GCF_000750275.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter hormaechei,strain=ECR091,Enterobacter,547.0,Enterobacter
1333851,158836,GCF_000750225.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter hormaechei,strain=ECNIH3,Enterobacter,547.0,Enterobacter
1333852,571,GCF_000714655.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella oxytoca,strain=KONIH1,Klebsiella,570.0,Klebsiella
1333996,1333996,GCF_002355335.1,Bacteria,,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bradyrhizobiaceae,Variibacter gotjawalensis,strain=GJW-30,Variibacter,1649510.0,Variibacter
1334187,727,GCF_000465255.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus influenzae,strain=KR494,Haemophilus,724.0,Haemophilus
1334193,1334193,GCF_001461805.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,[Enterobacter] lignolyticus,strain=G5,Pluralibacter,1330546.0,Pluralibacter
1334564,615,GCF_000828775.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Serratia marcescens,strain=SM39,Serratia,613.0,Serratia
1334565,1639,GCF_000582845.1,Bacteria,,Firmicutes,Bacilli,Bacillales,Listeriaceae,Listeria monocytogenes,strain=EGD,Listeria,1637.0,Listeria
1335043,1335043,GCF_016801025.1,Bacteria,,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Devosiaceae,Paradevosia shaoguanensis,strain=J5-3,Paradevosia,1573407.0,Paradevosia
1335048,1335048,GCF_001620265.1,Bacteria,,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Frigidibacter mobilis,strain=cai42,Frigidibacter,1775705.0,Frigidibacter
1335053,1335053,GCF_008245065.1,Bacteria,,Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Wolbachia endosymbiont of Chrysomya megacephala,,Wolbachia,953.0,Wolbachia
1335061,1335061,GCF_902502825.2,Bacteria,,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Pseudorhizobium flavum,strain=YW14,Pseudorhizobium,1903858.0,Pseudorhizobium
1335303,562,GCF_000464955.2,Bacteria,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia coli,strain=ATCC BAA-178,Escherichia,561.0,Escherichia
1335307,28450,GCF_000439695.1,Bacteria,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia pseudomallei,strain=MSHR305,Burkholderia,32008.0,Burkholderia
1335613,1335613,GCF_900199375.1,Bacteria,,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Gordonibacter urolithinfaciens,strain=DSM 27213T,Gordonibacter,644652.0,Gordonibacter
1335613,1335613,GCF_902386185.1,Bacteria,,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Gordonibacter urolithinfaciens,,Gordonibacter,644652.0,Gordonibacter
1335757,1335757,GCF_000485905.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,Spiribacter curvatus,strain=UAH-SP71,Spiribacter,1335745.0,Spiribacter
1335916,562,GCF_000468515.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia coli,strain=LY180,Escherichia,561.0,Escherichia
1336746,1314,GCF_000422045.1,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus pyogenes,strain=HSC5,Streptococcus,1301.0,Streptococcus
1336748,2136,GCF_002865545.1,Bacteria,,Tenericutes,Mollicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma monobiae,strain=MQ-1,Spiroplasma,2132.0,Spiroplasma
1336749,216937,GCF_002813555.1,Bacteria,,Tenericutes,Mollicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma floricola,strain=23-6,Spiroplasma,2132.0,Spiroplasma
1336794,1336794,GCF_001735745.1,Bacteria,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Formosa sp. Hel1_33_131,strain=Hel1_33_131,Formosa,225842.0,Formosa
1336795,1336795,GCF_001735715.1,Bacteria,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Formosa sp. Hel3_A1_48,strain=Hel3_A1_48,Formosa,225842.0,Formosa
1336806,1336806,GCF_002795845.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Saccharospirillaceae,Reinekea forsetii,strain=Hel1_31_D35,Reinekea,230494.0,Reinekea
1337396,783,GCF_000831545.1,Bacteria,,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia rickettsii,strain=Morgan,Rickettsia,780.0,Rickettsia
1337936,1337936,GCF_000734895.2,Bacteria,,Cyanobacteria,,Nostocales,Calotrichaceae,Calothrix sp. 336/3,strain=336/3,Calothrix,1186.0,Calothrix
1338011,1117645,GCF_000495935.2,Bacteria,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Weeksellaceae,Elizabethkingia anophelis,strain=NUHP1,Elizabethkingia,308865.0,Elizabethkingia
1338032,670,GCF_000430425.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio parahaemolyticus,strain=CDC_K4557,Vibrio,662.0,Vibrio
1338034,670,GCF_000430405.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio parahaemolyticus,strain=FDA_R31,Vibrio,662.0,Vibrio
1338035,197,GCF_000430385.1,Bacteria,,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter jejuni,strain=32488,Campylobacter,194.0,Campylobacter
1338368,1338368,GCF_003931855.1,Bacteria,,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus lentus,strain=DSM 25539,Paenibacillus,44249.0,Paenibacillus
1338411,783,GCF_000831525.1,Bacteria,,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia rickettsii,strain=R,Rickettsia,780.0,Rickettsia
1338518,492670,GCF_000455565.1,Bacteria,,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus velezensis,strain=UCMB-5033,Bacillus,1386.0,Bacillus
1338689,1338689,GCF_001655295.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas sp. JY-Q,strain=JY-Q,Pseudomonas,286.0,Pseudomonas
1339250,172827,GCF_003568585.1,Bacteria,,Deinococcus-Thermus,Deinococci,Thermales,Thermaceae,Meiothermus taiwanensis,strain=WR-220,Meiothermus,65551.0,Meiothermus
1339255,747,GCF_001663095.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Pasteurella multocida,strain=HB01,Pasteurella,745.0,Pasteurella
