id	name	formula	BioCyc	SEED Compound	UniPathway Compound	KEGG Compound	BioPath Molecule	MetaNetX (MNX) Chemical	Reactome	Human Metabolome Database	UM-BBD	LipidMaps	
ump_e	UMP	C9H11N2O9P	META:CPD0-2080;META:UMP	cpd00091	UPC00105	C00105	Uridine-5-prime-phosphate	MNXM80	109402;735698	HMDB00288			
nmn_p	NMN	C11H14N2O8P;C11H13N2O8P	META:NICOTINAMIDE_NUCLEOTIDE	cpd00355	UPC00455	C00455	Nicotinamide_D-ribonucleotide	MNXM355		HMDB00229;HMDB59645			
rnam_e	N Ribosylnicotinamide C11H15N2O5	C11H15N2O5;C11H14N2O5	META:NICOTINAMIDE_RIBOSE	cpd02016		C03150	Nicotinamide_riboside	MNXM1115		HMDB00855			
no3_p	Nitrate	NO3	META:CPD-15028;META:NITRATE	cpd00209	UPC00244	C00244;D02313	Nitrate	MNXM207		HMDB01853;HMDB02878	c1580		
no3_e	Nitrate	NO3	META:CPD-15028;META:NITRATE	cpd00209	UPC00244	C00244;D02313	Nitrate	MNXM207		HMDB01853;HMDB02878	c1580		
no_p	Nitric oxide	NO	META:NITRIC-OXIDE	cpd00418	UPC00533	C00533;D00074	Nitric_oxide	MNXM228	1222480;202124;3697886	HMDB03378	c1579		
xmp_p	Xanthosine 5'-phosphate	C10H11N4O9P	META:XANTHOSINE-5-PHOSPHATE	cpd00497	UPC00655	C00655	Xanthosine-5-prime-phosphate	MNXM298	111584	HMDB01554			
xtsn_p	Xanthosine	C10H12N4O6	META:XANTHOSINE	cpd01217	UPC01762	C01762	Xanthosine	MNXM687		HMDB00299			
ump_p	UMP	C9H11N2O9P	META:CPD0-2080;META:UMP	cpd00091	UPC00105	C00105	Uridine-5-prime-phosphate	MNXM80	109402;735698	HMDB00288			
thymd_p	Thymidine	C10H14N2O5	META:THYMIDINE	cpd00184	UPC00214	C00214;D06675	Thymidine	MNXM420	83928	HMDB00273;HMDB15394			
o16a4colipa_e	(O16 antigen)x4 core oligosaccharide lipid A	C312H523N6O200P4	META:CPD0-2249	cpd15518				MNXM31522					
o16a4colipa_p	(O16 antigen)x4 core oligosaccharide lipid A	C312H523N6O200P4	META:CPD0-2249	cpd15518				MNXM31522					
o16a4und_p	(O16 antigen)x4 undecaprenyl diphosphate	C191H310N4O107P2	META:CPD0-2214	cpd15519				MNXM31523					
o16a2und_p	(O16 antigen)x2 undecaprenyl diphosphate	C123H200N2O57P2	META:CPD0-2268	cpd15516				MNXM31520					
o16aund_p	O16 antigen undecaprenyl diphosphate	C89H145N1O32P2	META:CPD0-2279	cpd15520				MNXM65211					
o16a3und_p	(O16 antigen)x3 undecaprenyl diphosphate	C157H255N3O82P2	META:CPD0-2280	cpd15517				MNXM31521					
aragund_c	O-acetyl-rhamanosyl-N-acetylglucosamyl-undecaprenyl diphosphate	C71H115N1O17P2	META:CPD0-2290	cpd15410				MNXM65126					
o16aund_c	O16 antigen undecaprenyl diphosphate	C89H145N1O32P2	META:CPD0-2279	cpd15520				MNXM65211					
garagund_c	Glucosyl-O-acetyl-rhamanosyl-N-acetylglucosamyl-undecaprenyl diphosphate	C77H125N1O22P2	META:CPD0-2215	cpd15470				MNXM55196					
gfgaragund_c	Galactofuranosyl-glucosyl-O-acetyl-rhamanosyl-N-acetylglucosamyl-undecaprenyl diphosphate	C83H135N1O27P2	META:CPD0-2219	cpd15473				MNXM54130					
dtdprmn_c	DTDP-L-rhamnose	C16H24N2O15P2	META:DTDP-RHAMNOSE	cpd02113	UPC03319	C03319	dTDP-alpha-L-Rhamnose	MNXM899		HMDB06354			
oaa_e	Oxaloacetate	C4H2O5	META:ENOL-OXALOACETATE;META:OXALACETIC_ACID	cpd00032;cpd02469	UPC00036	C00036;C03981	Oxaloacetate	MNXM46	113587;76213	HMDB00223	c1475	LMFA01170061;LMFA01170120	
oaa_p	Oxaloacetate	C4H2O5	META:ENOL-OXALOACETATE;META:OXALACETIC_ACID	cpd00032;cpd02469	UPC00036	C00036;C03981	Oxaloacetate	MNXM46	113587;76213	HMDB00223	c1475	LMFA01170061;LMFA01170120	
ohpb_c	2-Oxo-3-hydroxy-4-phosphobutanoate	C4H4O8P	META:3OH-4P-OH-ALPHA-KETOBUTYRATE	cpd03606	UPC06054	C06054		MNXM1514		HMDB06801			
2ohph_c	2-Octaprenyl-6-hydroxyphenol	C46H70O2	META:2-OCTAPRENYL-6-HYDROXYPHENOL	cpd03445		C05811		MNXM1635					
2oph_c	2-Octaprenylphenol	C46H70O	META:2-OCTAPRENYLPHENOL	cpd03444		C05810		MNXM1886					
orot_e	Orotate	C5H3N2O4	META:OROTATE	cpd00247	UPC00295	C00295;D00055	Orotate	MNXM235	76632	HMDB00226			
orot_p	Orotate	C5H3N2O4	META:OROTATE	cpd00247	UPC00295	C00295;D00055	Orotate	MNXM235	76632	HMDB00226			
2oxpaccoa_c	2-oxepin-2(3H)-ylideneacetyl-CoA	C29H38N7O18P3S	META:CPD0-2363			C19975		MNXM2851			c1496		
3oxdhscoa_c	3-oxo-5,6-dehydrosuberyl-CoA	C29H39N7O20P3S	META:CPD0-2364			C19945		MNXM3852			c1497	LMFA07050236	
oxa_p	Oxalate	C2O4	META:OXALATE	cpd00180	UPC00209	C00209	Oxalate	MNXM291	389819	HMDB02329	c0017		
ssaltpp_c	Succinate semialdehyde-thiamin diphosphate anion	C16H21N4O10P2S		cpd03450				MNXM92663					
pacald_e	Phenylacetaldehyde	C8H8O	META:PHENYLACETALDEHYDE	cpd00464	UPC00601	C00601		MNXM473	500607	HMDB06236	c0210		
pacald_p	Phenylacetaldehyde	C8H8O	META:PHENYLACETALDEHYDE	cpd00464	UPC00601	C00601		MNXM473	500607	HMDB06236	c0210		
rephaccoa_c	Ring 1,2-epoxyphenylacetyl-CoA	C29H38N7O18P3S						MNXM148501					
pac_e	Phenylacetic acid	C8H7O2	META:PHENYLACETATE;META:Phenyl-Acetates	cpd00430	UPC07086	C00548;C07086;C15583	Phenylacetate	MNXM497	177153	HMDB00209;HMDB01326;HMDB40733	c0211		
pac_p	Phenylacetic acid	C8H7O2	META:PHENYLACETATE;META:Phenyl-Acetates	cpd00430	UPC07086	C00548;C07086;C15583	Phenylacetate	MNXM497	177153	HMDB00209;HMDB01326;HMDB40733	c0211		
adhlam_c	S-Acetyldihydrolipoamide	C10H19NO2S2	META:S-ACETYLDIHYDROLIPOAMIDE	cpd00836		C01136		MNXM4815		HMDB01526;HMDB06951		LMFA08010023	
peamn_c	Phenethylamine	C8H12N	META:PHENYLETHYLAMINE	cpd03161	UPC05332	C05332		MNXM660	500605	HMDB12275;HMDB60276			
peamn_p	Phenethylamine	C8H12N	META:PHENYLETHYLAMINE	cpd03161	UPC05332	C05332		MNXM660	500605	HMDB12275;HMDB60276			
peamn_e	Phenethylamine	C8H12N	META:PHENYLETHYLAMINE	cpd03161	UPC05332	C05332		MNXM660	500605	HMDB12275;HMDB60276			
pe_EC_c	Phosphatidylethanolamine (ecoli)	C1936H3748N50O400P50		cpd15653				MNXM91271					
pgp140_c	Phosphatidylglycerophosphate (ditetradecanoyl, n-C14:0)	C34H65O13P2						MNXM5272					
pgp140_p	Phosphatidylglycerophosphate (ditetradecanoyl, n-C14:0)	C34H65O13P2						MNXM5272					
pgp141_c	Phosphatidylglycerophosphate (ditetradec-7-enoyl, n-C14:1)	C34H61O13P2						MNXM5271					
pgp141_p	Phosphatidylglycerophosphate (ditetradec-7-enoyl, n-C14:1)	C34H61O13P2						MNXM5271					
pgp160_c	Phosphatidylglycerophosphate (dihexadecanoyl, n-C16:0)	C38H73O13P2	META:CPD-12821	cpd15545				MNXM32180		HMDB13472		LMGP04030007	
pgp160_p	Phosphatidylglycerophosphate (dihexadecanoyl, n-C16:0)	C38H73O13P2	META:CPD-12821	cpd15545				MNXM32180		HMDB13472		LMGP04030007	
pgp180_c	Phosphatidylglycerophosphate (dioctadecanoyl, n-C18:0)	C42H81O13P2	META:CPD-12820	cpd15547				MNXM75104		HMDB13504		LMGP04030039	
pgp180_p	Phosphatidylglycerophosphate (dioctadecanoyl, n-C18:0)	C42H81O13P2	META:CPD-12820	cpd15547				MNXM75104		HMDB13504		LMGP04030039	
pgp181_c	Phosphatidylglycerophosphate (dioctadec-11-enoyl, n-C18:1)	C42H77O13P2		cpd15548				MNXM91688					
pgp181_p	Phosphatidylglycerophosphate (dioctadec-11-enoyl, n-C18:1)	C42H77O13P2		cpd15548				MNXM91688					
pgp_EC_c	Phosphatidylglycerophosphate (Ecoli)	C1986H3698O650P100	META:L-1-PHOSPHATIDYL-GLYCEROL-P	cpd11454	UPC03892	C03892	3(3-Phosphatidyl-)-L-glycerol-1-phosphate	MNXM871	1524059			LMGP05010000	
phe__L_p	L-Phenylalanine	C9H11NO2	META:PHE	cpd00066	UPC00079	C00079;D00021	L-Phenylalanine	MNXM97	29502;351993;379701	HMDB00159;HMDB00612			
poaac_c	Peroxyaminoacrylate	C3H5NO3	META:CPD0-2340			C20249		MNXM3415					
ppal_e	Propanal	C3H6O	META:CPD-665	cpd00371		C00479		MNXM821		HMDB03366	c0207		
ppal_p	Propanal	C3H6O	META:CPD-665	cpd00371		C00479		MNXM821		HMDB03366	c0207		
pppn_c	Phenylpropanoate	C9H9O2	META:3-PHENYLPROPIONATE	cpd03343	UPC05629	C05629		MNXM1403		HMDB00764	c0422		
pppn_e	Phenylpropanoate	C9H9O2	META:3-PHENYLPROPIONATE	cpd03343	UPC05629	C05629		MNXM1403		HMDB00764	c0422		
pppn_p	Phenylpropanoate	C9H9O2	META:3-PHENYLPROPIONATE	cpd03343	UPC05629	C05629		MNXM1403		HMDB00764	c0422		
ppt_p	Phosphonate	HO3P	META:CPD-12755;META:CPD-12756;META:PHOSPHONATE	cpd04099		C06701		MNXM1683		HMDB01443	c0940		
ppt_e	Phosphonate	HO3P	META:CPD-12755;META:CPD-12756;META:PHOSPHONATE	cpd04099		C06701		MNXM1683		HMDB01443	c0940		
rb15bp_c	D-Ribulose 1,5-bisphosphate	C5H8O11P2	META:D-RIBULOSE-15-P2	cpd00871		C01182		MNXM1276					
ps141_c	Phosphatidylserine (ditetradec-7-enoyl, n-C14:1)	C34H61N1O10P1						MNXM7664					
ps161_c	Phosphatidylserine (dihexadec-9-enoyl, n-C16:1)	C38H69N1O10P1		cpd15556				MNXM92576					
psclys_p	Psicoselysine	C12H25N2O7	META:PSICOSELYSINE	cpd15559				MNXM6409					
psclys_e	Psicoselysine	C12H25N2O7	META:PSICOSELYSINE	cpd15559				MNXM6409					
ps_EC_c	Phosphatidylserine (Ecoli)	C1986H3698N50O500P50		cpd15657				MNXM91692					
pser__L_e	O-Phospho-L-serine	C3H6NO6P	META:3-P-SERINE	cpd00738	UPC01005	C01005	O-Phospho-L-serine	MNXM379	936706	HMDB00272			
pser__L_p	O-Phospho-L-serine	C3H6NO6P	META:3-P-SERINE	cpd00738	UPC01005	C01005	O-Phospho-L-serine	MNXM379	936706	HMDB00272			
thrp_p	L-Threonine O-3-phosphate	C4H8NO6P	META:L-THREONINE-O-3-PHOSPHATE	cpd08928		C12147		MNXM1492		HMDB11185			
pydam_e	Pyridoxamine	C8H13N2O2	META:PYRIDOXAMINE	cpd00419	UPC00534	C00534		MNXM548	964945	HMDB01431	c1256		
pydam_p	Pyridoxamine	C8H13N2O2	META:PYRIDOXAMINE	cpd00419	UPC00534	C00534		MNXM548	964945	HMDB01431	c1256		
pydxn_e	Pyridoxine	C8H11NO3	META:PYRIDOXINE	cpd00263	UPC00314	C00314;D08454		MNXM419	965053	HMDB00239;HMDB02075	c1302		
pydxn_p	Pyridoxine	C8H11NO3	META:PYRIDOXINE	cpd00263	UPC00314	C00314;D08454		MNXM419	965053	HMDB00239;HMDB02075	c1302		
pydx_e	Pyridoxal	C8H9NO3	META:PYRIDOXAL	cpd00215	UPC00250	C00250		MNXM311	965131	HMDB01545	c1261		
pydx_p	Pyridoxal	C8H9NO3	META:PYRIDOXAL	cpd00215	UPC00250	C00250		MNXM311	965131	HMDB01545	c1261		
uracp_c	Ureidoacrylate peracid	C4H6N2O4	META:CPD0-2338			C20231		MNXM2304					
pyr_e	Pyruvate	C3H3O3	META:PYRUVATE	cpd00020	UPC00022	C00022	Pyruvate	MNXM23	113557;29398;389680	HMDB00243	c0159	LMFA01060077	
quin_c	Quinate	C7H11O6;C7H12O6	META:QUINATE	cpd00248	UPC00296	C00296	Quinate	MNXM474		HMDB03072			
quin_e	Quinate	C7H11O6;C7H12O6	META:QUINATE	cpd00248	UPC00296	C00296	Quinate	MNXM474		HMDB03072			
quin_p	Quinate	C7H11O6;C7H12O6	META:QUINATE	cpd00248	UPC00296	C00296	Quinate	MNXM474		HMDB03072			
udpg_e	UDPglucose	C15H22N2O17P2	META:CPD-12575	cpd00026	UPC00029	C00029;G10608	UDP-D-Glucose	MNXM52	173594;29410;744227	HMDB60079			
trp__L_e	L-Tryptophan	C11H12N2O2	META:TRP	cpd00065	UPC00078	C00078;D00020	L-Tryptophan	MNXM94	29500;379709	HMDB00929			
tyr__L_e	L-Tyrosine	C9H11NO3	META:TYR	cpd00069	UPC00082	C00082;D00022	L-Tyrosine	MNXM76	29506;352030;379710;5668567	HMDB00158;HMDB00647	c0234		
r5p_p	Alpha-D-Ribose 5-phosphate	C5H9O8P	META:CPD-15318	cpd00101		C03736	alpha-D-Ribose_5-phosphate	MNXM15900					
r5p_e	Alpha-D-Ribose 5-phosphate	C5H9O8P	META:CPD-15318	cpd00101		C03736	alpha-D-Ribose_5-phosphate	MNXM15900					
raffin_p	Raffinose C18H32O16	C18H32O16	META:CPD-1099	cpd00382	UPC00492	C00492;G00249	Raffinose	MNXM621		HMDB03213			
ru5p__L_c	L-Ribulose 5-phosphate	C5H9O8P	META:L-RIBULOSE-5-P	cpd00808	UPC01101	C01101	L-Ribulose_5-phosphate	MNXM901					
tcynt_e	Thiocyanate	CNS	META:HSCN	cpd01211		C01755	Hydrogen_thiocyanate	MNXM762		HMDB01453	c0560		
udpgal_e	UDPgalactose	C15H22N2O17P2	META:CPD-14553	cpd00043		C00052;G10609	UDP-D-Galactose	MNXM89795		HMDB00302			
urea_e	Urea	CH4N2O;CH5N2O	META:UREA	cpd00073	UPC00086	C00086;D00023;D01749;D10496	Urea	MNXM117	29514;374061;432019	HMDB00294	c0165		
rml_c	L-Rhamnulose	C6H12O5	META:CPD-16566	cpd00642	UPC00861	C00861		MNXM1750		HMDB10207			
rmn_c	L-Rhamnose	C6H12O5	META:L-rhamnopyranose	cpd00396	UPC00507	C00507		MNXM1151		HMDB00849			
rml1p_c	L-Rhamnulose 1-phosphate	C6H11O8P	META:RHAMNULOSE-1P	cpd00831	UPC01131	C01131		MNXM1675					
rmn_e	L-Rhamnose	C6H12O5	META:L-rhamnopyranose	cpd00396	UPC00507	C00507		MNXM1151		HMDB00849			
rmn_p	L-Rhamnose	C6H12O5	META:L-rhamnopyranose	cpd00396	UPC00507	C00507		MNXM1151		HMDB00849			
sucorn_c	N2-Succinyl-L-ornithine	C9H15N2O5	META:N2-SUCCINYLORNITHINE	cpd02160	UPC03415	C03415		MNXM1152		HMDB01199			
salchs4_p	Salmochelin-S4	C42H47N3O25						MNXM145924					
salchs4fe_p	Salmochelin-S4-Fe-III	C42FeH47N3O25						MNXM146231					
salchs4fe_c	Salmochelin-S4-Fe-III	C42FeH47N3O25						MNXM146231					
salchs4fe_e	Salmochelin-S4-Fe-III	C42FeH47N3O25						MNXM146231					
salchs4_e	Salmochelin-S4	C42H47N3O25						MNXM145924					
sbt6p_c	D-Sorbitol 6-phosphate	C6H13O9P	META:D-SORBITOL-6-P	cpd00804	UPC01096	C01096		MNXM393					
sbt__D_p	D-Sorbitol	C6H14O6	META:SORBITOL	cpd00588	UPC00794	C00794;D00096	D-Sorbitol	MNXM469	5652213	HMDB00247			
2sephchc_c	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate	C14H13O9	META:CPD-9924	cpd16335	UPC16519	C16519		MNXM1861					
sucglu_c	N2-Succinyl-L-glutamate	C9H10NO7	META:N2-SUCCINYLGLUTAMATE	cpd03525	UPC05931	C05931		MNXM1757					
sucgsa_c	N2-Succinyl-L-glutamate 5-semialdehyde	C9H11NO6	META:CPD-822	cpd03526	UPC05932	C05932		MNXM1763		HMDB01180			
skm_e	Shikimate	C7H9O5	META:SHIKIMATE	cpd00383	UPC00493	C00493	Shikimate	MNXM602	964932	HMDB03070			
skm_p	Shikimate	C7H9O5	META:SHIKIMATE	cpd00383	UPC00493	C00493	Shikimate	MNXM602	964932	HMDB03070			
so4_p	Sulfate	O4S;SO4	META:HSO4;META:SULFATE	cpd00048	UPC00059	C00059;D05963	Sulfate;Sulfate_(protonated)	MNXM58	1606845;1609649;1614584;427648	HMDB01448			
sucr_p	Sucrose	C12H22O11	META:SUCROSE	cpd00076	UPC00089	C00089;D00025;G00370		MNXM167		HMDB00258			
tartr__D_p	D-tartrate	C4H4O6	META:D-TARTRATE	cpd00666	UPX00045	C02107		MNXM7948		HMDB29878			
sulfac_p	Sulfoacetate	C2H2O5S	META:CPD-10246	cpd09878		C14179		MNXM1949					
sulfac_e	Sulfoacetate	C2H2O5S	META:CPD-10246	cpd09878		C14179		MNXM1949					
tag__D_e	D-Tagatose	C6H12O6	META:TAGATOSE	cpd00589		C00795;D09007		MNXM92401		HMDB03418			
tag__D_p	D-Tagatose	C6H12O6	META:TAGATOSE	cpd00589		C00795;D09007		MNXM92401		HMDB03418			
tartr__D_e	D-tartrate	C4H4O6	META:D-TARTRATE	cpd00666	UPX00045	C02107		MNXM7948		HMDB29878			
tartr__L_p	L-tartrate	C4H4O6	META:TARTRATE		UPC00898	C00898;D00103		MNXM816		HMDB00956			
taur_p	Taurine	C2H7NO3S;C2H6NO3S	META:TAURINE	cpd00210	UPC00245	C00245;D00047	Taurine	MNXM282	159420	HMDB00251			
dtdp4addg_c	DTDP-4-amino-4,6-dideoxy-D-galactose	C16H26N3O14P2	META:TDP-D-FUCOSAMINE	cpd02661		C04346		MNXM114295					
dtdp4d6dg_c	DTDP-4-dehydro-6-deoxy-D-glucose	C16H22N2O15P2	META:DTDP-DEOH-DEOXY-GLUCOSE	cpd00521		C11907	dTDP-4-Dehydro-6-deoxy-D-glucose	MNXM451		HMDB60081			
dtdp4d6dm_c	DTDP-4-dehydro-6-deoxy-L-mannose	C16H22N2O15P2	META:DTDP-DEOH-DEOXY-MANNOSE	cpd00522		C00688		MNXM2371					
uacmam_c	UDP-N-acetyl-D-mannosamine	C17H25N3O17P2	META:UDP-MANNAC	cpd00861		C01170;G11112		MNXM932		HMDB13112			
thm_p	Thiamin	C12H17N4OS	META:THIAMINE	cpd00305	UPC00378	C00378		MNXM322	196934;199622	HMDB00235	c1257		
thrp_e	L-Threonine O-3-phosphate	C4H8NO6P	META:L-THREONINE-O-3-PHOSPHATE	cpd08928		C12147		MNXM1492		HMDB11185			
thym_p	Thymine	C5H6N2O2	META:THYMINE	cpd00151	UPC00178	C00178	Thymine	MNXM386	83960	HMDB00262			
4hba_c	4-Hydroxy-benzyl alcohol	C7H8O2	META:4-HYDROXY-BENZYL-ALCOHOL	cpd15378;cpd17595		C17467		MNXM107505		HMDB11724			
tma_p	Trimethylamine	C3H10N	META:TRIMETHYLAMINE	cpd00441		C00565		MNXM352	30373	HMDB00906	c1215		
tmao_p	Trimethylamine N-oxide	C3H9NO	META:TRIMENTHLAMINE-N-O;META:TRIMETHYLAMINE-N-O	cpd00811		C01104		MNXM437	140963	HMDB00925	c1219		
tol_p	Toluene	C7H8	META:TOLUENE	cpd01034	UPC01455	C01455		MNXM889		HMDB34168	c0114		
tol_e	Toluene	C7H8	META:TOLUENE	cpd01034	UPC01455	C01455		MNXM889		HMDB34168	c0114		
tre_p	Trehalose	C12H22O11	META:TREHALOSE	cpd00794	UPC01083	C01083;G00293		MNXM198	189078;868614	HMDB00975			
trp__L_p	L-Tryptophan	C11H12N2O2	META:TRP	cpd00065	UPC00078	C00078;D00020	L-Tryptophan	MNXM94	29500;379709	HMDB00929			
ttdcea_e	Tetradecenoate (n-C14:1)	C14H25O2		cpd15298				MNXM83847					
ttrcyc_e	Tetracycline	C22H24N2O8	META:CPD0-1414	cpd03977		C06570;D00201		MNXM97613		HMDB14897			
ttrcyc_p	Tetracycline	C22H24N2O8	META:CPD0-1414	cpd03977		C06570;D00201		MNXM97613		HMDB14897			
tym_e	Tyramine	C8H12NO	META:TYRAMINE	cpd00374		C00483	Tyramine	MNXM603	500606	HMDB00306			
tym_p	Tyramine	C8H12NO	META:TYRAMINE	cpd00374		C00483	Tyramine	MNXM603	500606	HMDB00306			
tyr__L_p	L-Tyrosine	C9H11NO3	META:TYR	cpd00069	UPC00082	C00082;D00022	L-Tyrosine	MNXM76	29506;352030;379710;5668567	HMDB00158;HMDB00647	c0234		
tyrp_p	Phosphotyrosine	C9H10NO6P	META:CPD-3728;META:CPD-3729	cpd03912		C06501		MNXM3323		HMDB06049			
tyrp_e	Phosphotyrosine	C9H10NO6P	META:CPD-3728;META:CPD-3729	cpd03912		C06501		MNXM3323		HMDB06049			
u3hga_c	UDP-3-O-(3-hydroxytetradecanoyl)-D-glucosamine	C29H50N3O18P2	META:UDP-OHMYR-GLUCOSAMINE	cpd03584	UPC06022	C06022		MNXM2036				LMSL01010001	
udpacgal_p	UDP-N-acetyl-D-galactosamine	C17H25N3O17P2	META:CPD-14795;META:UDP-N-ACETYL-GALACTOSAMINE	cpd00175		C00203;G10611	UDP-N-Acetylgalactosamine	MNXM89724	735700	HMDB60522			
uacgam_p	UDP-N-acetyl-D-glucosamine	C17H25N3O17P2	META:UDP-N-ACETYL-D-GLUCOSAMINE	cpd00037	UPC00043	C00043;G10610	UDP-N-Acetyl-D-glucosamine	MNXM47	162756;3499326;914003	HMDB00290		LMSL01010002	
uacgam_e	UDP-N-acetyl-D-glucosamine	C17H25N3O17P2	META:UDP-N-ACETYL-D-GLUCOSAMINE	cpd00037	UPC00043	C00043;G10610	UDP-N-Acetyl-D-glucosamine	MNXM47	162756;3499326;914003	HMDB00290		LMSL01010002	
u3aga_c	UDP-3-O-(3-hydroxytetradecanoyl)-N-acetylglucosamine	C31H51N3O19P2	META:UDP-OHMYR-ACETYLGLUCOSAMINE	cpd02886	UPC04738	C04738		MNXM2157				LMSL01020003	
udpacgal_e	UDP-N-acetyl-D-galactosamine	C17H25N3O17P2	META:CPD-14795;META:UDP-N-ACETYL-GALACTOSAMINE	cpd00175		C00203;G10611	UDP-N-Acetylgalactosamine	MNXM89724	735700	HMDB60522			
udpgal_p	UDPgalactose	C15H22N2O17P2	META:CPD-14553	cpd00043		C00052;G10609	UDP-D-Galactose	MNXM89795		HMDB00302			
udpLa4o_c	UDP-4-keto-pyranose	C14H18N2O16P2		cpd15578				MNXM114384					
udpglcur_e	UDP-D-glucuronate	C15H19N2O18P2	META:UDP-GLUCURONATE	cpd00144	UPC00167	C00167;G10612	UDP-D-Glucuronate	MNXM87	158601;174384;1889970	HMDB00935;HMDB01384			
udpglcur_p	UDP-D-glucuronate	C15H19N2O18P2	META:UDP-GLUCURONATE	cpd00144	UPC00167	C00167;G10612	UDP-D-Glucuronate	MNXM87	158601;174384;1889970	HMDB00935;HMDB01384			
udpg_p	UDPglucose	C15H22N2O17P2	META:CPD-12575	cpd00026	UPC00029	C00029;G10608	UDP-D-Glucose	MNXM52	173594;29410;744227	HMDB60079			
udpLa4n_c	Uridine 5''-diphospho-{beta}-4-deoxy-4-amino-L-arabinose	C14H22N3O15P2	META:UDP-4-AMINO-4-DEOXY-L-ARABINOSE	cpd14874	UPC16153	C16153		MNXM1786					
udpLa4fn_c	Uridine 5''-diphospho-{beta}-4-deoxy-4-formamido-L-arabinose	C15H21N3O16P2	META:UDP-L-ARA4-FORMYL-N	cpd14875	UPC16154	C16154		MNXM1390					
uLa4n_c	Undecaprenyl phosphate-4-amino-4-deoxy-L-arabinose	C60H100N1O7P1		cpd15576				MNXM90891					
um4p_c	UDP-N-acetylmuramoyl-L-alanyl-D-gamma-glutamyl-meso-2,6-diaminopimelate-D-alanine	C38H56N8O27P2		cpd15579				MNXM147329					
uLa4fn_c	Undecaprenyl phosphate-4-amino-4-formyl-L-arabinose	C61H99N1O8P1	META:CPD0-2153	cpd15575				MNXM88505					
ura_p	Uracil	C4H4N2O2	META:URACIL	cpd00092	UPC00106	C00106;D00027;D09776	Uracil	MNXM158	83962	HMDB00300			
xan_p	Xanthine	C5H4N4O2	META:XANTHINE	cpd00309	UPC00385	C00385	Xanthine	MNXM174	30064	HMDB00292	c1099		
xmp_e	Xanthosine 5'-phosphate	C10H11N4O9P	META:XANTHOSINE-5-PHOSPHATE	cpd00497	UPC00655	C00655	Xanthosine-5-prime-phosphate	MNXM298	111584	HMDB01554			
xtsn_e	Xanthosine	C10H12N4O6	META:XANTHOSINE	cpd01217	UPC01762	C01762	Xanthosine	MNXM687		HMDB00299			
xyl__D_c	D-Xylose	C5H10O5	META:D-Xylopyranose			C00181;D06346		MNXM348		HMDB00098;HMDB03763			
xyl__D_e	D-Xylose	C5H10O5	META:D-Xylopyranose			C00181;D06346		MNXM348		HMDB00098;HMDB03763			
xyl__D_p	D-Xylose	C5H10O5	META:D-Xylopyranose			C00181;D06346		MNXM348		HMDB00098;HMDB03763			
xylu__L_p	L-Xylulose	C5H10O5	META:L-XYLULOSE	cpd00261	UPC00312	C00312	L-Xylulose	MNXM1282		HMDB00751;HMDB02245			
xylu__L_e	L-Xylulose	C5H10O5	META:L-XYLULOSE	cpd00261	UPC00312	C00312	L-Xylulose	MNXM1282		HMDB00751;HMDB02245			
2hxmp_c	2  Hydroxymethyl phenol C7H8O2	C7H8O2											
2hxmp_e	2  Hydroxymethyl phenol C7H8O2	C7H8O2											
34dhbz_p	3,4-Dihydroxybenzoate	C7H5O4	META:3-4-DIHYDROXYBENZOATE	cpd00197	UPC00230	C00230		MNXM204	175977	HMDB01856	c0120		
salcn6p_c	Salicin 6-phosphate	C13H19O10P;C13H17O10P	META:CPD-1181	cpd03698		C06188		MNXM3356					
diact_c	Diacetyl	C4H6O2	META:DIACETYL	cpd00551		C00741		MNXM1467		HMDB03407		LMFA12000012	
acysbmn_c	Acetyl-cystine-bimane	C15H18N3O5S		cpd15926				MNXM7016					
acysbmn_e	Acetyl-cystine-bimane	C15H18N3O5S		cpd15926				MNXM7016					
ad_e	Acetamide	C2H6NO;C2H5NO	META:ACETAMIDE	cpd03734		C06244		MNXM4428		HMDB31645	c0658		
ad_c	Acetamide	C2H6NO;C2H5NO	META:ACETAMIDE	cpd03734		C06244		MNXM4428		HMDB31645	c0658		
pa160190_c	1,2-sn-glycerol 3-phosphate	C38H73O8P		cpd16004				MNXM5402					
pa190190_c	1,2-sn-glycerol 3-phosphate	C41H79O8P						MNXM7962					
amylose300_e	Amylose (n=300 repeat units, alpha-1,4-glc)	C1800H3002O1501						MNXM148049					
arach_c	Arachidic acid	C20H39O2	META:ARACHIDIC_ACID	cpd03848		C06425		MNXM2976		HMDB02212		LMFA01010020	
arachACP_c	Eicosanoyl-ACP (n-C20:0)	C31H59N2O8PRS						MNXM5733					
msh_c	Mycothiol (reduced)	C17H30N2O12S		cpd15996				MNXM114216					
bmnmsh_c	Bimane conjugated mycothiol (mtb)	C27H40N4O14S		cpd15934				MNXM7133					
bmn_c	Bimane	C10H12N2O2		cpd15933				MNXM61843					
bmn_e	Bimane	C10H12N2O2		cpd15933				MNXM61843					
bzalc_c	Benzyl alcohol	C7H8O	META:BENZYL-ALCOHOL	cpd00435;cpd02199		C00556;C03485;D00077		MNXM562		HMDB03119	c0278		
tol_c	Toluene	C7H8	META:TOLUENE	cpd01034	UPC01455	C01455		MNXM889		HMDB34168	c0114		
